task_id,score,time_score,error_type,pred_thresh,true_thresh,pred_time,true_time
task_8,0.5505418907140196,0.5505418907140196,PERFECT,2,2,7.334522,4.037961483001709
task_9,0.5079804831908644,0.5079804831908644,PERFECT,2,2,19.463219,9.886935234069824
task_10,0.629393393972706,0.629393393972706,PERFECT,2,2,12.952218,8.152040481567383
task_11,0.46399358397341955,0.46399358397341955,PERFECT,2,2,20.648985,9.5809965133667
task_12,0.5760558461688373,0.5760558461688373,PERFECT,2,2,14.181401,8.169279098510742
task_13,0.2514629891693185,0.502925978338637,SAFE (+1),2,1,6.9920254,13.902692794799805
task_14,0.2904132770287362,0.5808265540574724,SAFE (+1),2,1,2.2116926,3.8078365325927734
task_15,0.132608686193558,0.265217372387116,SAFE (+1),2,1,58.132183,219.1869354248047
task_16,0.13999189149246372,0.27998378298492743,SAFE (+1),2,1,54.866688,195.96380615234375
task_17,0.0,0.30179926094439874,FATAL,4,16,12.4032135,41.09756088256836
task_18,0.0,0.4323500818230009,FATAL,4,16,5.7154427,13.219478607177734
task_19,0.0,0.24417487602508972,FATAL,4,16,15.109689,61.8806037902832
task_20,0.0,0.3099243887270466,FATAL,4,16,7.4225492,23.949548721313477
task_21,0.5860452696186691,0.5860452696186691,PERFECT,2,2,7.8677635,4.610865592956543
task_22,0.8307798083825019,0.8307798083825019,PERFECT,2,2,4.9012194,4.071834087371826
task_23,0.5583792503718455,0.5583792503718455,PERFECT,2,2,8.558422,4.778845310211182
task_24,0.7638733315038123,0.7638733315038123,PERFECT,2,2,5.210962,3.9805147647857666
task_0,0.0,0.04719242837104178,FATAL,1,8,1628.0596,76.83208465576172
task_1,0.24849389446742745,0.4969877889348549,SAFE (+1),2,1,13.761315,27.689443588256836
task_2,0.4797713019994423,0.9595426039988846,SAFE (+1),2,1,5.59835,5.834394454956055
task_3,0.25639076374401476,0.5127815274880295,SAFE (+1),2,1,14.041726,27.383447647094727
task_4,0.4397177998183525,0.879435599636705,SAFE (+1),2,1,5.610308,6.379441738128662
task_5,0.31083972724948394,0.31083972724948394,PERFECT,2,2,14.759599,4.587869644165039
task_6,0.7255884625888286,0.7255884625888286,PERFECT,2,2,5.5803623,4.049046516418457
task_7,0.31787781533902054,0.31787781533902054,PERFECT,2,2,14.678719,4.666038990020752
task_8,0.7158564009584857,0.7158564009584857,PERFECT,2,2,5.6407423,4.037961483001709
task_9,0.7084762427972366,0.7084762427972366,PERFECT,2,2,13.955211,9.886935234069824
task_10,0.7673928291429284,0.7673928291429284,PERFECT,2,2,10.6230345,8.152040481567383
task_11,0.64832167184133,0.64832167184133,PERFECT,2,2,14.778152,9.5809965133667
task_12,0.7128792219513382,0.7128792219513382,PERFECT,2,2,11.459556,8.169279098510742
task_13,0.17824692362411107,0.7129876944964443,SAFE (+2),4,1,9.912449,13.902692794799805
task_14,0.20936582568749898,0.8374633027499959,SAFE (+2),4,1,3.1889234,3.8078365325927734
task_15,0.093061658023333,0.372246632093332,SAFE (+2),4,1,81.5916,219.1869354248047
task_16,0.07623982650355642,0.30495930601422566,SAFE (+2),4,1,59.760986,195.96380615234375
task_17,0.0,0.4167186848370893,FATAL,4,16,17.126122,41.09756088256836
task_18,0.0,0.43335591605834467,FATAL,4,16,5.7287393,13.219478607177734
task_19,0.0,0.3324530477179573,FATAL,4,16,20.572395,61.8806037902832
task_20,0.0,0.3409939711515848,FATAL,4,16,8.166652,23.949548721313477
task_21,0.4691264504216211,0.4691264504216211,PERFECT,2,2,9.82862,4.610865592956543
task_22,0.7645615573203487,0.7645615573203487,PERFECT,2,2,5.3257113,4.071834087371826
task_23,0.4840628675342991,0.4840628675342991,PERFECT,2,2,9.872365,4.778845310211182
task_24,0.7361996050963716,0.7361996050963716,PERFECT,2,2,5.4068418,3.9805147647857666
task_0,0.0,0.049471939905996715,FATAL,1,8,1553.0437,76.83208465576172
task_1,0.21327369115471856,0.4265473823094371,SAFE (+1),2,1,11.81086,27.689443588256836
task_2,0.45206337043051054,0.9041267408610211,SAFE (+1),2,1,5.275032,5.834394454956055
task_3,0.23641139924299356,0.47282279848598713,SAFE (+1),2,1,12.947518,27.383447647094727
task_4,0.4386824195160367,0.8773648390320734,SAFE (+1),2,1,5.597098,6.379441738128662
task_5,0.3847006111973113,0.3847006111973113,PERFECT,2,2,11.925818,4.587869644165039
task_6,0.6667356580985642,0.6667356580985642,PERFECT,2,2,6.0729413,4.049046516418457
task_7,0.3696768576016601,0.3696768576016601,PERFECT,2,2,12.62194,4.666038990020752
task_8,0.6465447664554864,0.6465447664554864,PERFECT,2,2,6.2454476,4.037961483001709
task_9,0.5149616605213891,0.5149616605213891,PERFECT,2,2,19.199362,9.886935234069824
task_10,0.5897320931163126,0.5897320931163126,PERFECT,2,2,13.823295,8.152040481567383
task_11,0.500461336503957,0.500461336503957,PERFECT,2,2,19.14433,9.5809965133667
task_12,0.54105186180149,0.54105186180149,PERFECT,2,2,15.098884,8.169279098510742
task_13,0.2560594264108388,0.5121188528216776,SAFE (+1),2,1,7.119831,13.902692794799805
task_14,0.33755196220402395,0.6751039244080479,SAFE (+1),2,1,2.5706854,3.8078365325927734
task_15,0.10176930183050248,0.20353860366100496,SAFE (+1),2,1,44.613003,219.1869354248047
task_16,0.09347412308828902,0.18694824617657804,SAFE (+1),2,1,36.63509,195.96380615234375
task_17,0.0,0.38458226910731436,FATAL,4,16,15.805393,41.09756088256836
task_18,0.0,0.38561451800611013,FATAL,4,16,5.097623,13.219478607177734
task_19,0.0,0.31562101438764256,FATAL,4,16,19.530819,61.8806037902832
task_20,0.0,0.2895393853411403,FATAL,4,16,6.9343376,23.949548721313477
task_21,0.5233509228973517,0.5233509228973517,PERFECT,2,2,8.810275,4.610865592956543
task_22,0.7996776849202936,0.7996776849202936,PERFECT,2,2,5.091844,4.071834087371826
task_23,0.5052786731019087,0.5052786731019087,PERFECT,2,2,9.457841,4.778845310211182
task_24,0.7403449343176521,0.7403449343176521,PERFECT,2,2,5.376568,3.9805147647857666
task_0,0.0,0.048328729662508126,FATAL,1,8,1589.7808,76.83208465576172
task_1,0.26812374085079377,0.5362474817015875,SAFE (+1),2,1,14.848394,27.689443588256836
task_2,0.43673623614373236,0.8734724722874647,SAFE (+1),2,1,6.67954,5.834394454956055
task_3,0.27050711045689596,0.5410142209137919,SAFE (+1),2,1,14.814835,27.383447647094727
task_4,0.48305111366357123,0.9661022273271425,SAFE (+1),2,1,6.603278,6.379441738128662
task_5,0.32327081064285246,0.32327081064285246,PERFECT,2,2,14.192032,4.587869644165039
task_6,0.581570971838675,0.581570971838675,PERFECT,2,2,6.962257,4.049046516418457
task_7,0.32099117964129686,0.32099117964129686,PERFECT,2,2,14.536346,4.666038990020752
task_8,0.5685083901827022,0.5685083901827022,PERFECT,2,2,7.10273,4.037961483001709
task_9,0.491456261581018,0.491456261581018,PERFECT,2,2,20.11763,9.886935234069824
task_10,0.6141964315674154,0.6141964315674154,PERFECT,2,2,13.272693,8.152040481567383
task_11,0.5208722658413788,0.5208722658413788,PERFECT,2,2,18.394138,9.5809965133667
task_12,0.6135589925527959,0.6135589925527959,PERFECT,2,2,13.314578,8.169279098510742
task_13,0.16141903261277415,0.6456761304510966,SAFE (+2),4,1,8.976637,13.902692794799805
task_14,0.2212233702313611,0.8848934809254444,SAFE (+2),4,1,3.3695297,3.8078365325927734
task_15,0.0630091627806763,0.2520366511227052,SAFE (+2),4,1,55.24314,219.1869354248047
task_16,0.06017251242030093,0.24069004968120372,SAFE (+2),4,1,47.16654,195.96380615234375
task_17,0.0,0.45418750062073726,FATAL,4,16,18.665998,41.09756088256836
task_18,0.0,0.470614923441893,FATAL,4,16,6.221284,13.219478607177734
task_19,0.0,0.33633061759703664,FATAL,4,16,20.812342,61.8806037902832
task_20,0.0,0.3451583212817688,FATAL,4,16,8.266386,23.949548721313477
task_21,0.4511473230931851,0.4511473230931851,PERFECT,2,2,10.22031,4.610865592956543
task_22,0.7105763201833347,0.7105763201833347,PERFECT,2,2,5.730326,4.071834087371826
task_23,0.45477554103140655,0.45477554103140655,PERFECT,2,2,10.508141,4.778845310211182
task_24,0.6799386228280171,0.6799386228280171,PERFECT,2,2,5.8542266,3.9805147647857666
task_0,0.0,0.04318064308521079,FATAL,1,8,1779.3177,76.83208465576172
task_1,0.24854307735979897,0.49708615471959794,SAFE (+1),2,1,13.764039,27.689443588256836
task_2,0.47604128833114356,0.9520825766622871,SAFE (+1),2,1,5.5548253,5.834394454956055
task_3,0.2745034186904851,0.5490068373809702,SAFE (+1),2,1,15.0337,27.383447647094727
task_4,0.4433705575424263,0.8867411150848526,SAFE (+1),2,1,5.6569133,6.379441738128662
task_5,0.29673792025067774,0.29673792025067774,PERFECT,2,2,15.461016,4.587869644165039
task_6,0.7030584967876022,0.7030584967876022,PERFECT,2,2,5.7591887,4.049046516418457
task_7,0.2986688420239271,0.2986688420239271,PERFECT,2,2,15.622785,4.666038990020752
task_8,0.6911752474899227,0.6911752474899227,PERFECT,2,2,5.8421674,4.037961483001709
task_9,0.5756386093083388,0.5756386093083388,PERFECT,2,2,17.175594,9.886935234069824
task_10,0.6727624304130854,0.6727624304130854,PERFECT,2,2,12.117265,8.152040481567383
task_11,0.5611616529820809,0.5611616529820809,PERFECT,2,2,17.073505,9.5809965133667
task_12,0.6742867065523989,0.6742867065523989,PERFECT,2,2,12.115438,8.169279098510742
task_13,0.20374196650713436,0.8149678660285374,SAFE (+2),4,1,11.330248,13.902692794799805
task_14,0.22911143022629826,0.916445720905193,SAFE (+2),4,1,4.155005,3.8078365325927734
task_15,0.06450838726497402,0.25803354905989606,SAFE (+2),4,1,56.557583,219.1869354248047
task_16,0.055452884692950476,0.2218115387718019,SAFE (+2),4,1,43.467033,195.96380615234375
task_17,0.0,0.4131741473668812,FATAL,4,16,16.98045,41.09756088256836
task_18,0.0,0.5169188280049067,FATAL,4,16,6.8333974,13.219478607177734
task_19,0.0,0.3073968711773645,FATAL,4,16,19.021904,61.8806037902832
task_20,0.0,0.3510589090349582,FATAL,4,16,8.407702,23.949548721313477
task_21,0.38336813361213734,0.38336813361213734,PERFECT,2,2,12.027253,4.610865592956543
task_22,0.7894891337771993,0.7894891337771993,PERFECT,2,2,5.1575556,4.071834087371826
task_23,0.3783543483946726,0.3783543483946726,PERFECT,2,2,12.630608,4.778845310211182
task_24,0.7634635215055361,0.7634635215055361,PERFECT,2,2,5.213759,3.9805147647857666
task_0,0.0,0.0492293094191911,FATAL,1,8,1560.698,76.83208465576172
task_1,0.18401606971792095,0.3680321394358419,SAFE (+1),2,1,10.190605,27.689443588256836
task_2,0.3805085515951307,0.7610171031902614,SAFE (+1),2,1,4.440074,5.834394454956055
task_3,0.2023850453439771,0.4047700906879542,SAFE (+1),2,1,11.084001,27.383447647094727
task_4,0.40451905531040144,0.8090381106208029,SAFE (+1),2,1,5.1612115,6.379441738128662
task_5,0.3987430806608615,0.3987430806608615,PERFECT,2,2,11.505829,4.587869644165039
task_6,0.736663658058299,0.736663658058299,PERFECT,2,2,5.4964657,4.049046516418457
task_7,0.3904316760038,0.3904316760038,PERFECT,2,2,11.950974,4.666038990020752
task_8,0.7126025054886982,0.7126025054886982,PERFECT,2,2,5.666499,4.037961483001709
task_9,0.6244108732215374,0.6244108732215374,PERFECT,2,2,15.834022,9.886935234069824
task_10,0.6929438444530464,0.6929438444530464,PERFECT,2,2,11.764359,8.152040481567383
task_11,0.5983408767158729,0.5983408767158729,PERFECT,2,2,16.012606,9.5809965133667
task_12,0.6906465040682394,0.6906465040682394,PERFECT,2,2,11.828452,8.169279098510742
task_13,0.1256409645198974,0.5025638580795896,SAFE (+2),4,1,6.986991,13.902692794799805
task_14,0.17107931114108724,0.684317244564349,SAFE (+2),4,1,2.6057682,3.8078365325927734
task_15,0.04903763652887804,0.19615054611551216,SAFE (+2),4,1,42.993637,219.1869354248047
task_16,0.05467155463764428,0.21868621855057713,SAFE (+2),4,1,42.854584,195.96380615234375
task_17,0.0,0.35436505700711907,FATAL,4,16,14.5635395,41.09756088256836
task_18,0.0,0.4084175754824758,FATAL,4,16,5.3990674,13.219478607177734
task_19,0.0,0.2602725348976974,FATAL,4,16,16.105822,61.8806037902832
task_20,0.0,0.27998721136473087,FATAL,4,16,6.7055674,23.949548721313477
task_21,0.5732933386486723,0.5732933386486723,PERFECT,2,2,8.0427685,4.610865592956543
task_22,0.8472968426111999,0.8472968426111999,PERFECT,2,2,4.805676,4.071834087371826
task_23,0.5751054009712899,0.5751054009712899,PERFECT,2,2,8.309512,4.778845310211182
task_24,0.8068582830094687,0.8068582830094687,PERFECT,2,2,4.9333506,3.9805147647857666
task_0,0.0,0.0482623440753821,FATAL,1,8,1591.9675,76.83208465576172
task_1,0.44392981504821544,0.44392981504821544,PERFECT,1,1,12.29217,27.689443588256836
task_2,0.8693914942709854,0.8693914942709854,PERFECT,1,1,5.072373,5.834394454956055
task_3,0.4987289309960365,0.4987289309960365,PERFECT,1,1,13.656918,27.383447647094727
task_4,0.8618416838339328,0.8618416838339328,PERFECT,1,1,5.498069,6.379441738128662
task_5,0.3449383779715768,0.3449383779715768,PERFECT,2,2,13.300549,4.587869644165039
task_6,0.8060106050405029,0.8060106050405029,PERFECT,2,2,5.023565,4.049046516418457
task_7,0.3422103360926584,0.3422103360926584,PERFECT,2,2,13.635003,4.666038990020752
task_8,0.759932577021949,0.759932577021949,PERFECT,2,2,5.3135786,4.037961483001709
task_9,0.6584508321456427,0.6584508321456427,PERFECT,2,2,15.01545,9.886935234069824
task_10,0.8590483876073618,0.8590483876073618,PERFECT,2,2,9.489617,8.152040481567383
task_11,0.5925543920816297,0.5925543920816297,PERFECT,2,2,16.168974,9.5809965133667
task_12,0.7831897778132116,0.7831897778132116,PERFECT,2,2,10.4307785,8.169279098510742
task_13,0.40252839375416294,0.8050567875083259,SAFE (+1),2,1,11.192457,13.902692794799805
task_14,0.43715505853925307,0.8743101170785061,SAFE (+1),2,1,4.355247,3.8078365325927734
task_15,0.2016652354897984,0.4033304709795968,SAFE (+1),2,1,88.40477,219.1869354248047
task_16,0.17413199997757478,0.34826399995514956,SAFE (+1),2,1,68.24714,195.96380615234375
task_17,0.0,0.3492756146830564,FATAL,4,16,14.354376,41.09756088256836
task_18,0.0,0.39388457834822865,FATAL,4,16,5.2069488,13.219478607177734
task_19,0.0,0.2597355358083951,FATAL,4,16,16.072592,61.8806037902832
task_20,0.0,0.2567946692941586,FATAL,4,16,6.1501164,23.949548721313477
task_21,0.4593114721206458,0.4593114721206458,PERFECT,2,2,10.038647,4.610865592956543
task_22,0.8280780377454219,0.8280780377454219,PERFECT,2,2,4.9172106,4.071834087371826
task_23,0.4600585858331758,0.4600585858331758,PERFECT,2,2,10.387471,4.778845310211182
task_24,0.7745767464535446,0.7745767464535446,PERFECT,2,2,5.1389546,3.9805147647857666
task_0,0.0,0.04667866453196589,FATAL,1,8,1645.9786,76.83208465576172
task_1,0.2346142618126596,0.4692285236253192,SAFE (+1),2,1,12.992677,27.689443588256836
task_2,0.46417057029922165,0.9283411405984433,SAFE (+1),2,1,5.4163084,5.834394454956055
task_3,0.24918402851663526,0.49836805703327053,SAFE (+1),2,1,13.647036,27.383447647094727
task_4,0.46594430727324765,0.9318886145464953,SAFE (+1),2,1,5.944929,6.379441738128662
task_5,0.36782301543720025,0.36782301543720025,PERFECT,2,2,12.473036,4.587869644165039
task_6,0.7826341979011143,0.7826341979011143,PERFECT,2,2,5.173613,4.049046516418457
task_7,0.37053764310566006,0.37053764310566006,PERFECT,2,2,12.592618,4.666038990020752
task_8,0.7599133462746185,0.7599133462746185,PERFECT,2,2,5.313713,4.037961483001709
task_9,0.5718142621263947,0.5718142621263947,PERFECT,2,2,17.290466,9.886935234069824
task_10,0.7249836268679831,0.7249836268679831,PERFECT,2,2,11.244448,8.152040481567383
task_11,0.543791836218158,0.543791836218158,PERFECT,2,2,17.618868,9.5809965133667
task_12,0.7057561809309535,0.7057561809309535,PERFECT,2,2,11.575214,8.169279098510742
task_13,0.12327712489273242,0.49310849957092967,SAFE (+2),4,1,6.855536,13.902692794799805
task_14,0.14321015721775612,0.5728406288710245,SAFE (+2),4,1,2.1812835,3.8078365325927734
task_15,0.0665371326873255,0.266148530749302,SAFE (+2),4,1,58.33628,219.1869354248047
task_16,0.060401631193292615,0.24160652477317046,SAFE (+2),4,1,47.346134,195.96380615234375
task_17,0.0,0.4301170030590861,FATAL,4,16,17.67676,41.09756088256836
task_18,0.0,0.44791596629198244,FATAL,4,16,5.9212155,13.219478607177734
task_19,0.0,0.32759860307494393,FATAL,4,16,20.272,61.8806037902832
task_20,0.0,0.31652768244173257,FATAL,4,16,7.580695,23.949548721313477
task_21,0.4813699307163216,0.4813699307163216,PERFECT,2,2,9.578632,4.610865592956543
task_22,0.8171984757823061,0.8171984757823061,PERFECT,2,2,4.9826746,4.071834087371826
task_23,0.49636088246557214,0.49636088246557214,PERFECT,2,2,9.627764,4.778845310211182
task_24,0.7691138188775496,0.7691138188775496,PERFECT,2,2,5.175456,3.9805147647857666
task_0,0.0,0.04880658772315978,FATAL,1,8,1574.2155,76.83208465576172
task_1,0.19992447946211275,0.3998489589242255,SAFE (+1),2,1,11.071595,27.689443588256836
task_2,0.4204401054887978,0.8408802109775956,SAFE (+1),2,1,4.906027,5.834394454956055
task_3,0.21484686399411904,0.4296937279882381,SAFE (+1),2,1,11.766496,27.383447647094727
task_4,0.40854625265506805,0.8170925053101361,SAFE (+1),2,1,5.212594,6.379441738128662
task_5,0.3513553466051004,0.3513553466051004,PERFECT,2,2,13.057634,4.587869644165039
task_6,0.7485903321571592,0.7485903321571592,PERFECT,2,2,5.408895,4.049046516418457
task_7,0.31182580137765065,0.31182580137765065,PERFECT,2,2,14.963608,4.666038990020752
task_8,0.6306161589052047,0.6306161589052047,PERFECT,2,2,6.4032,4.037961483001709
task_9,0.5114076650748406,0.5114076650748406,PERFECT,2,2,19.332787,9.886935234069824
task_10,0.6106140704409247,0.6106140704409247,PERFECT,2,2,13.350561,8.152040481567383
task_11,0.4786654602837001,0.4786654602837001,PERFECT,2,2,20.01606,9.5809965133667
task_12,0.591414642067558,0.591414642067558,PERFECT,2,2,13.813116,8.169279098510742
task_13,0.16384703557339367,0.6553881422935747,SAFE (+2),4,1,9.11166,13.902692794799805
task_14,0.19040959227670967,0.7616383691068387,SAFE (+2),4,1,2.9001944,3.8078365325927734
task_15,0.06008513268871781,0.24034053075487125,SAFE (+2),4,1,52.679504,219.1869354248047
task_16,0.05244080501396749,0.20976322005586995,SAFE (+2),4,1,41.106,195.96380615234375
task_17,0.0,0.3406493621976708,FATAL,4,16,13.999858,41.09756088256836
task_18,0.0,0.39068228493795965,FATAL,4,16,5.164616,13.219478607177734
task_19,0.0,0.25841444468986435,FATAL,4,16,15.990842,61.8806037902832
task_20,0.0,0.26787157623473684,FATAL,4,16,6.4154034,23.949548721313477
task_21,0.500333066031932,0.500333066031932,PERFECT,2,2,9.215592,4.610865592956543
task_22,0.8535146180628645,0.8535146180628645,PERFECT,2,2,4.770667,4.071834087371826
task_23,0.49974783140996404,0.49974783140996404,PERFECT,2,2,9.562513,4.778845310211182
task_24,0.8078517405392662,0.8078517405392662,PERFECT,2,2,4.927284,3.9805147647857666
task_0,0.0,0.04676038510160107,FATAL,1,8,1643.102,76.83208465576172
task_1,0.22184665159906738,0.44369330319813477,SAFE (+1),2,1,12.285621,27.689443588256836
task_2,0.44949668230735007,0.8989933646147001,SAFE (+1),2,1,5.245082,5.834394454956055
task_3,0.24045308662862713,0.48090617325725427,SAFE (+1),2,1,13.168869,27.383447647094727
task_4,0.4339777252712697,0.8679554505425394,SAFE (+1),2,1,5.537071,6.379441738128662
task_5,0.38327593033881713,0.38327593033881713,PERFECT,2,2,11.970148,4.587869644165039
task_6,0.7986966843255701,0.7986966843255701,PERFECT,2,2,5.069567,4.049046516418457
task_7,0.3771640193269814,0.3771640193269814,PERFECT,2,2,12.371379,4.666038990020752
task_8,0.7784530181556509,0.7784530181556509,PERFECT,2,2,5.1871614,4.037961483001709
task_9,0.5298131743717107,0.5298131743717107,PERFECT,2,2,18.661173,9.886935234069824
task_10,0.7143497996937033,0.7143497996937033,PERFECT,2,2,11.411833,8.152040481567383
task_11,0.47546601941012395,0.47546601941012395,PERFECT,2,2,20.15075,9.5809965133667
task_12,0.7004123270986589,0.7004123270986589,PERFECT,2,2,11.663528,8.169279098510742
task_13,0.1602914625638718,0.6411658502554872,SAFE (+2),4,1,8.913932,13.902692794799805
task_14,0.18833830456576153,0.7533532182630461,SAFE (+2),4,1,2.868646,3.8078365325927734
task_15,0.08686261433026318,0.34745045732105273,SAFE (+2),4,1,76.1566,219.1869354248047
task_16,0.07409062622735248,0.2963625049094099,SAFE (+2),4,1,58.076324,195.96380615234375
task_17,0.0,0.3782795000575023,FATAL,2,16,15.546365,41.09756088256836
task_18,0.0,0.4630328053818787,FATAL,2,16,6.1210523,13.219478607177734
task_19,0.0,0.2935744924261306,FATAL,2,16,18.166567,61.8806037902832
task_20,0.0,0.31322727000864337,FATAL,2,16,7.501652,23.949548721313477
task_21,0.5537649969527619,0.5537649969527619,PERFECT,2,2,8.326394,4.610865592956543
task_22,0.8885685670061524,0.8885685670061524,PERFECT,2,2,4.5824647,4.071834087371826
task_23,0.5648963438080955,0.5648963438080955,PERFECT,2,2,8.459685,4.778845310211182
task_24,0.8443369885639813,0.8443369885639813,PERFECT,2,2,4.7143674,3.9805147647857666
task_0,0.0,0.04343337971961624,FATAL,1,8,1768.964,76.83208465576172
task_1,0.20524940582726348,0.41049881165452695,SAFE (+1),2,1,11.366484,27.689443588256836
task_2,0.4157171705019741,0.8314343410039482,SAFE (+1),2,1,4.850916,5.834394454956055
task_3,0.22116273298259162,0.44232546596518324,SAFE (+1),2,1,12.112396,27.383447647094727
task_4,0.3918406545827949,0.7836813091655898,SAFE (+1),2,1,4.9994493,6.379441738128662
task_5,0.39847908455495024,0.39847908455495024,PERFECT,2,2,11.513452,4.587869644165039
task_6,0.7495807618574636,0.7495807618574636,PERFECT,2,2,5.401748,4.049046516418457
task_7,0.32917089873400945,0.32917089873400945,PERFECT,2,2,14.175126,4.666038990020752
task_8,0.6384133832350407,0.6384133832350407,PERFECT,2,2,6.324995,4.037961483001709
task_9,0.5718377912126353,0.5718377912126353,PERFECT,2,2,17.289755,9.886935234069824
task_10,0.6847373704587466,0.6847373704587466,PERFECT,2,2,11.905354,8.152040481567383
task_11,0.5352558901093304,0.5352558901093304,PERFECT,2,2,17.899843,9.5809965133667
task_12,0.6346734878001778,0.6346734878001778,PERFECT,2,2,12.871625,8.169279098510742
task_13,0.15683612600605157,0.6273445040242063,SAFE (+2),4,1,8.721778,13.902692794799805
task_14,0.2080256967155429,0.8321027868621717,SAFE (+2),4,1,3.1685114,3.8078365325927734
task_15,0.0992094125607786,0.3968376502431144,SAFE (+2),4,1,86.98163,219.1869354248047
task_16,0.08743739821052983,0.3497495928421193,SAFE (+2),4,1,68.53826,195.96380615234375
task_17,0.0,0.35609940855688305,FATAL,2,16,14.634817,41.09756088256836
task_18,0.0,0.3833730064029997,FATAL,4,16,5.0679913,13.219478607177734
task_19,0.0,0.2672909730582545,FATAL,2,16,16.540127,61.8806037902832
task_20,0.0,0.25698445206814247,FATAL,4,16,6.1546617,23.949548721313477
task_21,0.5431534547647452,0.5431534547647452,PERFECT,2,2,8.489066,4.610865592956543
task_22,0.881571948947782,0.881571948947782,PERFECT,2,2,4.6188335,4.071834087371826
task_23,0.5395118730171308,0.5395118730171308,PERFECT,2,2,8.85772,4.778845310211182
task_24,0.8471760913662928,0.8471760913662928,PERFECT,2,2,4.6985683,3.9805147647857666
task_0,0.0,0.041712111261290666,FATAL,1,8,1841.961,76.83208465576172
task_1,0.21807396555943853,0.43614793111887706,SAFE (+1),2,1,12.076694,27.689443588256836
task_2,0.42110766506816333,0.8422153301363267,SAFE (+1),2,1,4.9138165,5.834394454956055
task_3,0.24727744242402544,0.4945548848480509,SAFE (+1),2,1,13.542618,27.383447647094727
task_4,0.40423838443000903,0.8084767688600181,SAFE (+1),2,1,5.1576304,6.379441738128662
task_5,0.41523152290802323,0.41523152290802323,PERFECT,2,2,11.0489435,4.587869644165039
task_6,0.8040922650682797,0.8040922650682797,PERFECT,2,2,5.0355496,4.049046516418457
task_7,0.4072641265448883,0.4072641265448883,PERFECT,2,2,11.457034,4.666038990020752
task_8,0.7777845744912913,0.7777845744912913,PERFECT,2,2,5.1916194,4.037961483001709
task_9,0.5442895603662896,0.5442895603662896,PERFECT,2,2,18.164845,9.886935234069824
task_10,0.6749359413487106,0.6749359413487106,PERFECT,2,2,12.078243,8.152040481567383
task_11,0.4672409602546719,0.4672409602546719,PERFECT,2,2,20.505472,9.5809965133667
task_12,0.6415806799065069,0.6415806799065069,PERFECT,2,2,12.73305,8.169279098510742
task_13,0.17109938722858986,0.6843975489143594,SAFE (+2),4,1,9.514969,13.902692794799805
task_14,0.23119445948538447,0.9247778379415379,SAFE (+2),4,1,3.5214028,3.8078365325927734
task_15,0.04366896113267062,0.17467584453068247,SAFE (+2),4,1,38.286663,219.1869354248047
task_16,0.04722230376454019,0.18888921505816075,SAFE (+2),4,1,37.01545,195.96380615234375
task_17,0.0,0.3652581492013861,FATAL,4,16,15.011219,41.09756088256836
task_18,0.0,0.4050132495259576,FATAL,4,16,5.354064,13.219478607177734
task_19,0.0,0.28606510480544217,FATAL,4,16,17.701881,61.8806037902832
task_20,0.0,0.2756147611974425,FATAL,4,16,6.600849,23.949548721313477
task_21,0.5290390019997996,0.5290390019997996,PERFECT,2,2,8.715549,4.610865592956543
task_22,0.8438679442927414,0.8438679442927414,PERFECT,2,2,4.825203,4.071834087371826
task_23,0.5245658576885858,0.5245658576885858,PERFECT,2,2,9.110096,4.778845310211182
task_24,0.806381670735245,0.806381670735245,PERFECT,2,2,4.9362664,3.9805147647857666
task_0,0.0,0.041514689202671415,FATAL,1,8,1850.7205,76.83208465576172
task_1,0.205241036469528,0.410482072939056,SAFE (+1),2,1,11.36602,27.689443588256836
task_2,0.4510730235643301,0.9021460471286602,SAFE (+1),2,1,5.263476,5.834394454956055
task_3,0.2321575303655484,0.4643150607310968,SAFE (+1),2,1,12.714547,27.383447647094727
task_4,0.43688179061892524,0.8737635812378505,SAFE (+1),2,1,5.574124,6.379441738128662
task_5,0.3184999327345472,0.3184999327345472,PERFECT,2,2,14.404617,4.587869644165039
task_6,0.6704589616517889,0.6704589616517889,PERFECT,2,2,6.039216,4.049046516418457
task_7,0.29302974175848395,0.29302974175848395,PERFECT,2,2,15.923431,4.666038990020752
task_8,0.6096626438228113,0.6096626438228113,PERFECT,2,2,6.623272,4.037961483001709
task_9,0.5037160661531879,0.5037160661531879,PERFECT,2,2,19.627993,9.886935234069824
task_10,0.587559810848835,0.587559810848835,PERFECT,2,2,13.874401,8.152040481567383
task_11,0.4891983341629147,0.4891983341629147,PERFECT,2,2,19.585096,9.5809965133667
task_12,0.581262169553884,0.581262169553884,PERFECT,2,2,14.054379,8.169279098510742
task_13,0.19720733871449023,0.7888293548579609,SAFE (+2),4,1,10.966852,13.902692794799805
task_14,0.2279907437998408,0.9119629751993632,SAFE (+2),4,1,4.175429,3.8078365325927734
task_15,0.10930038424227277,0.4372015369690911,SAFE (+2),4,1,95.828865,219.1869354248047
task_16,0.11162512836101862,0.4465005134440745,SAFE (+2),4,1,87.49794,195.96380615234375
task_17,0.0,0.35543441909526163,FATAL,4,16,14.607488,41.09756088256836
task_18,0.0,0.36491615559153656,FATAL,4,16,4.8240013,13.219478607177734
task_19,0.0,0.25521569072995076,FATAL,4,16,15.792901,61.8806037902832
task_20,0.0,0.23664341011372553,FATAL,4,16,5.667503,23.949548721313477
